"gene","pathway"
"CHI3L1","DOID.11335"
"CHIT1","DOID.11335"
"CMA1","DOID.11335"
"CCR5","DOID.11335"
"COL1A1","DOID.11335"
"COL3A1","DOID.11335"
"CR1","DOID.11335"
"CRP","DOID.11335"
"ACE","DOID.11335"
"AGER","DOID.11335"
"AGTR1","DOID.11335"
"NEWENTRY","DOID.11335"
"FLT1","DOID.11335"
"GREM1","DOID.11335"
"HAVCR1","DOID.11335"
"ADAMDEC1","DOID.11335"
"HLA-B","DOID.11335"
"ANXA11","DOID.11335"
"HLA-DQA1","DOID.11335"
"HLA-DQB1","DOID.11335"
"HLA-DRB1","DOID.11335"
"HLA-G","DOID.11335"
"HSPA1L","DOID.11335"
"TNC","DOID.11335"
"IFNA2","DOID.11335"
"IFNA10","DOID.11335"
"IFNA17","DOID.11335"
"IFNG","DOID.11335"
"IGHG1","DOID.11335"
"IGKC","DOID.11335"
"FAS","DOID.11335"
"IL1B","DOID.11335"
"IL4R","DOID.11335"
"IL6","DOID.11335"
"IL7R","DOID.11335"
"IL18","DOID.11335"
"CXCL10","DOID.11335"
"ITGAE","DOID.11335"
"KDR","DOID.11335"
"LTA","DOID.11335"
"MIF","DOID.11335"
"MRC1","DOID.11335"
"NFKBIA","DOID.11335"
"NPPB","DOID.11335"
"FOXP3","DOID.11335"
"TLR9","DOID.11335"
"PON1","DOID.11335"
"PPARG","DOID.11335"
"BTNL2","DOID.11335"
"PTGS2","DOID.11335"
"ACE2","DOID.11335"
"S100A8","DOID.11335"
"S100A9","DOID.11335"
"CCL2","DOID.11335"
"CCL3","DOID.11335"
"CCL18","DOID.11335"
"SELE","DOID.11335"
"NOD2","DOID.11335"
"SLC11A1","DOID.11335"
"SPP1","DOID.11335"
"STAT1","DOID.11335"
"TACR1","DOID.11335"
"TF","DOID.11335"
"TGFB1","DOID.11335"
"TLR2","DOID.11335"
"TLR4","DOID.11335"
"TNF","DOID.11335"
"CCR2","DOID.11335"
"TYK2","DOID.11335"
"SCGB1A1","DOID.11335"
"VDR","DOID.11335"
"VEGFA","DOID.11335"
"HAVCR2","DOID.11335"
"IL18R1","DOID.11335"
"CD14","DOID.11335"
"CD80","DOID.11335"
"CD86","DOID.11335"
"CD24","DOID.12177"
"TNFSF13B","DOID.12177"
"TNFRSF13C","DOID.12177"
"CTLA4","DOID.12177"
"CX3CR1","DOID.12177"
"FCGRT","DOID.12177"
"TNFRSF13B","DOID.12177"
"ICOS","DOID.12177"
"XIAP","DOID.12177"
"IL4","DOID.12177"
"IL5","DOID.12177"
"IL7","DOID.12177"
"IL10","DOID.12177"
"SH2D1A","DOID.12177"
"MBL2","DOID.12177"
"CD46","DOID.12177"
"FOXP3","DOID.12177"
"SBDS","DOID.12177"
"PLAU","DOID.12177"
"TLR9","DOID.12177"
"PRKAR1A","DOID.12177"
"CX3CL1","DOID.12177"
"TNFRSF1B","DOID.12177"
"VAV1","DOID.12177"
"CD19","DOID.12177"
"CD86","DOID.12177"
"TNFRSF8","DOID.12177"
"CD40LG","DOID.12177"
"CD70","DOID.12177"
"CD24","DOID.13375"
"ESR2","DOID.13375"
"PTPN22","DOID.13375"
"HIF1A","DOID.13375"
"HLA-DRB1","DOID.13375"
"HSPD1","DOID.13375"
"ICAM1","DOID.13375"
"IFNG","DOID.13375"
"IFNGR1","DOID.13375"
"IL4","DOID.13375"
"IL6","DOID.13375"
"IL10","DOID.13375"
"IL18","DOID.13375"
"IRF5","DOID.13375"
"ITGB3","DOID.13375"
"MIF","DOID.13375"
"MMP2","DOID.13375"
"MMP9","DOID.13375"
"MX1","DOID.13375"
"NOS2","DOID.13375"
"NOS3","DOID.13375"
"BANK1","DOID.13375"
"CXCL5","DOID.13375"
"BLK","DOID.13375"
"SELE","DOID.13375"
"STAT4","DOID.13375"
"TLR4","DOID.13375"
"TNFAIP3","DOID.13375"
"TRAF1","DOID.13375"
"C5","DOID.13375"
"VEGFA","DOID.13375"
"CD40","DOID.13375"
"CD24","DOID.3302"
"CDKN2A","DOID.3302"
"CDKN2B","DOID.3302"
"GFAP","DOID.3302"
"HIF1A","DOID.3302"
"AR","DOID.3302"
"LGALS3","DOID.3302"
"MIR1-1","DOID.3302"
"MET","DOID.3302"
"MMP1","DOID.3302"
"MMP9","DOID.3302"
"ABCC1","DOID.3302"
"MUC1","DOID.3302"
"PDGFRA","DOID.3302"
"PDGFRB","DOID.3302"
"ABCB1","DOID.3302"
"PLAU","DOID.3302"
NA,"DOID.3302"
"TBXT","DOID.3302"
"VEGFA","DOID.3302"
"CD24","DOID.3371"
"CDK4","DOID.3371"
"CDKN2A","DOID.3371"
"TFG","DOID.3371"
"PDPN","DOID.3371"
"ADAM28","DOID.3371"
"AKT1","DOID.3371"
"ETV6","DOID.3371"
"EWSR1","DOID.3371"
"EXT1","DOID.3371"
"EXT2","DOID.3371"
"F2R","DOID.3371"
"FGFR2","DOID.3371"
"SRGAP2","DOID.3371"
"HIF1A","DOID.3371"
"TNC","DOID.3371"
"IL6","DOID.3371"
"INHBA","DOID.3371"
"ITGA2","DOID.3371"
"ITGAV","DOID.3371"
"ITGB1","DOID.3371"
"ITGB3","DOID.3371"
"KNG1","DOID.3371"
"MMP1","DOID.3371"
"MMP2","DOID.3371"
"MMP3","DOID.3371"
"MMP9","DOID.3371"
"MMP13","DOID.3371"
"MTAP","DOID.3371"
"MTHFR","DOID.3371"
"GADD45B","DOID.3371"
"NFKB1","DOID.3371"
"ADIPOR1","DOID.3371"
"ABCB1","DOID.3371"
"PIK3CG","DOID.3371"
"PLAGL1","DOID.3371"
"PPARG","DOID.3371"
"PRKCD","DOID.3371"
"MAPK1","DOID.3371"
"MAPK3","DOID.3371"
"PTCH1","DOID.3371"
"PTGER1","DOID.3371"
"PTGS2","DOID.3371"
"PTK2","DOID.3371"
"RB1","DOID.3371"
"BCL2L1","DOID.3371"
"BMP2","DOID.3371"
"SMO","DOID.3371"
"SOX9","DOID.3371"
"TERT","DOID.3371"
"TNF","DOID.3371"
"VEGFA","DOID.3371"
"CXCR4","DOID.3371"
"ADIPOR2","DOID.3371"
"RUNX2","DOID.3371"
"TNFSF11","DOID.3371"
"TNFRSF11A","DOID.3371"
"WISP1","DOID.3371"
"F2RL3","DOID.3371"
"PDCD5","DOID.3371"
"HDAC4","DOID.3371"
"CD24","DOID.3905"
"OLIG2","DOID.3905"
"CDKN1A","DOID.3905"
"CDKN2A","DOID.3905"
"DLC1","DOID.3905"
"PPARGC1A","DOID.3905"
"CHAT","DOID.3905"
"RASSF1","DOID.3905"
"CHRNA5","DOID.3905"
"CHRNA7","DOID.3905"
"CTNNB1","DOID.3905"
"CYP1A1","DOID.3905"
"CYP2E1","DOID.3905"
"CD55","DOID.3905"
"DCK","DOID.3905"
"DDIT3","DOID.3905"
"NQO1","DOID.3905"
"DNMT3B","DOID.3905"
"DSP","DOID.3905"
"E2F1","DOID.3905"
"EGFR","DOID.3905"
"EPHA2","DOID.3905"
"EPO","DOID.3905"
"ERBB2","DOID.3905"
"ERBB3","DOID.3905"
"ERCC2","DOID.3905"
"AKT1","DOID.3905"
"ERCC5","DOID.3905"
"F2","DOID.3905"
"EFEMP1","DOID.3905"
"FGF2","DOID.3905"
"FHIT","DOID.3905"
"KLRK1","DOID.3905"
"FLT4","DOID.3905"
"FN1","DOID.3905"
"PRG1","DOID.3905"
"TRIM29","DOID.3905"
"ALK","DOID.3905"
"MTOR","DOID.3905"
"FZD2","DOID.3905"
"B4GALNT1","DOID.3905"
"RCHY1","DOID.3905"
"INTS6","DOID.3905"
"LATS2","DOID.3905"
"GDNF","DOID.3905"
"GRP","DOID.3905"
"GSTM1","DOID.3905"
"GSTP1","DOID.3905"
"HDAC1","DOID.3905"
"HIF1A","DOID.3905"
"BIRC5","DOID.3905"
"HUS1","DOID.3905"
"ICAM1","DOID.3905"
"IGF1R","DOID.3905"
"IL1B","DOID.3905"
"CXCL8","DOID.3905"
"CXCR2","DOID.3905"
"AQP3","DOID.3905"
"ILK","DOID.3905"
"ING2","DOID.3905"
"ITIH1","DOID.3905"
"ITIH3","DOID.3905"
"CD82","DOID.3905"
"KIT","DOID.3905"
"KRAS","DOID.3905"
"KRT5","DOID.3905"
"KRT7","DOID.3905"
"KRT8","DOID.3905"
"KRT18","DOID.3905"
"RHOB","DOID.3905"
"KRT19","DOID.3905"
"RHOC","DOID.3905"
"LGALS3","DOID.3905"
"MAGEA4","DOID.3905"
"MKI67","DOID.3905"
"MMP1","DOID.3905"
"MMP2","DOID.3905"
"MMP7","DOID.3905"
"MMP9","DOID.3905"
"MMP14","DOID.3905"
"MRE11","DOID.3905"
"MTAP","DOID.3905"
"MUC1","DOID.3905"
"MYC","DOID.3905"
"ROR2","DOID.3905"
"DDR2","DOID.3905"
"OPRM1","DOID.3905"
"IL22","DOID.3905"
"PAWR","DOID.3905"
"PDGFRA","DOID.3905"
"WWOX","DOID.3905"
"ABCB1","DOID.3905"
"SERPINB5","DOID.3905"
"PIGR","DOID.3905"
"PIK3C2B","DOID.3905"
"PLAUR","DOID.3905"
"POU2F1","DOID.3905"
"PPARD","DOID.3905"
"PPARG","DOID.3905"
"CEP55","DOID.3905"
"DIABLO","DOID.3905"
"PTEN","DOID.3905"
"PTGER4","DOID.3905"
"PTGS2","DOID.3905"
"PYGB","DOID.3905"
"RAC1","DOID.3905"
"RAF1","DOID.3905"
"RAP1GDS1","DOID.3905"
"RASA1","DOID.3905"
"RB1","DOID.3905"
"RBL2","DOID.3905"
"BCL2","DOID.3905"
"BCL2L1","DOID.3905"
"S100P","DOID.3905"
"PORCN","DOID.3905"
"BMP2","DOID.3905"
"SKP2","DOID.3905"
"SLC2A1","DOID.3905"
"BMPR2","DOID.3905"
"LYNX1","DOID.3905"
"BRAF","DOID.3905"
"STAT3","DOID.3905"
"STK11","DOID.3905"
"TFAP2A","DOID.3905"
"TGFB1","DOID.3905"
"TIAM1","DOID.3905"
"NKX2-1","DOID.3905"
"TK1","DOID.3905"
"TK2","DOID.3905"
"TOP2A","DOID.3905"
"TP53","DOID.3905"
"C4BPA","DOID.3905"
"TXNRD1","DOID.3905"
"USF2","DOID.3905"
"VDR","DOID.3905"
"VEGFA","DOID.3905"
"VEGFC","DOID.3905"
"XRCC1","DOID.3905"
"YY1","DOID.3905"
"DDR1","DOID.3905"
"TUBA1A","DOID.3905"
"CALCA","DOID.3905"
"COL18A1","DOID.3905"
"SLC7A5","DOID.3905"
"CASP3","DOID.3905"
"CASP8","DOID.3905"
"CAV1","DOID.3905"
"TP63","DOID.3905"
"ADAM15","DOID.3905"
"SPHK1","DOID.3905"
"ARTN","DOID.3905"
"MTA1","DOID.3905"
"AURKB","DOID.3905"
"PDLIM7","DOID.3905"
"ADAMTS1","DOID.3905"
"CD59","DOID.3905"
"KIF14","DOID.3905"
"CDC25B","DOID.3905"
"DLEC1","DOID.3905"
"MAGEC1","DOID.3905"
"MVP","DOID.3905"
"CD24","DOID.4450"
"BCL2L11","DOID.4450"
"AP1M2","DOID.4450"
"CDH8","DOID.4450"
"CDH16","DOID.4450"
"CDKN1A","DOID.4450"
"CDKN1B","DOID.4450"
"CDKN2A","DOID.4450"
"CDR2","DOID.4450"
"DLC1","DOID.4450"
"RACK1","DOID.4450"
"MAD2L2","DOID.4450"
"IGF2BP3","DOID.4450"
"SPINT2","DOID.4450"
"KHDRBS1","DOID.4450"
"CGB3","DOID.4450"
"NEU3","DOID.4450"
"HPSE","DOID.4450"
"RALBP1","DOID.4450"
"SLC38A3","DOID.4450"
"FAM107A","DOID.4450"
"RASSF1","DOID.4450"
"WIF1","DOID.4450"
"PARK7","DOID.4450"
"MAL2","DOID.4450"
"CKS1B","DOID.4450"
"CLU","DOID.4450"
"CLDN7","DOID.4450"
"CRABP1","DOID.4450"
"CRABP2","DOID.4450"
"CSF1R","DOID.4450"
"PROM2","DOID.4450"
"CUX1","DOID.4450"
"CYP1A1","DOID.4450"
"DAG1","DOID.4450"
"DAPK1","DOID.4450"
"ACE","DOID.4450"
"JAG1","DOID.4450"
"AGT","DOID.4450"
"DUSP1","DOID.4450"
"E2F1","DOID.4450"
"EDN1","DOID.4450"
"EDNRA","DOID.4450"
"EDNRB","DOID.4450"
"EFNA1","DOID.4450"
"EGF","DOID.4450"
"EGFR","DOID.4450"
"EIF2S1","DOID.4450"
"EPHA2","DOID.4450"
"ELAVL1","DOID.4450"
"EPAS1","DOID.4450"
"EPO","DOID.4450"
"EPOR","DOID.4450"
"AKT1","DOID.4450"
"ESR1","DOID.4450"
"ALCAM","DOID.4450"
"EZH2","DOID.4450"
"FABP1","DOID.4450"
"FABP7","DOID.4450"
"FCGR3B","DOID.4450"
"FGF2","DOID.4450"
"FGFR1","DOID.4450"
"FGFR2","DOID.4450"
"DKK1","DOID.4450"
"FLT1","DOID.4450"
"AMACR","DOID.4450"
"MTOR","DOID.4450"
"LRIG1","DOID.4450"
"GAS6","DOID.4450"
"GREM1","DOID.4450"
"HAVCR1","DOID.4450"
"GJB1","DOID.4450"
"CACYBP","DOID.4450"
"DKK2","DOID.4450"
"UBE2S","DOID.4450"
"HTRA2","DOID.4450"
"GNRH1","DOID.4450"
"ANG","DOID.4450"
"CXCR3","DOID.4450"
"NKIRAS1","DOID.4450"
"SETD2","DOID.4450"
"GSTM1","DOID.4450"
"GSTT1","DOID.4450"
"ANXA4","DOID.4450"
"HGF","DOID.4450"
"HIF1A","DOID.4450"
"HLA-A","DOID.4450"
"HLA-DQB1","DOID.4450"
"HLA-DRB1","DOID.4450"
"HLA-G","DOID.4450"
"APAF1","DOID.4450"
"HOXA5","DOID.4450"
"HPN","DOID.4450"
"RAB37","DOID.4450"
"HSD11B2","DOID.4450"
"HSPA4","DOID.4450"
"HSPA5","DOID.4450"
"HSPB1","DOID.4450"
"BIRC5","DOID.4450"
"TNC","DOID.4450"
"APOC1","DOID.4450"
"IFNAR2","DOID.4450"
"IGF1","DOID.4450"
"APOE","DOID.4450"
"IGF1R","DOID.4450"
"IGFBP2","DOID.4450"
"IGFBP3","DOID.4450"
"IGFBP4","DOID.4450"
"IGFBP5","DOID.4450"
"IGFBP6","DOID.4450"
"CYR61","DOID.4450"
"IL2","DOID.4450"
"IL2RA","DOID.4450"
"FASLG","DOID.4450"
"IL4","DOID.4450"
"IL4R","DOID.4450"
"IL6","DOID.4450"
"CXCL8","DOID.4450"
"AQP1","DOID.4450"
"IL10RA","DOID.4450"
"IL16","DOID.4450"
"IL18","DOID.4450"
"ILK","DOID.4450"
"INHA","DOID.4450"
"AR","DOID.4450"
"ITGB1","DOID.4450"
"JAK1","DOID.4450"
"JAK2","DOID.4450"
"JAK3","DOID.4450"
"JUP","DOID.4450"
"KHK","DOID.4450"
"KISS1","DOID.4450"
"KIT","DOID.4450"
"KRAS","DOID.4450"
"KRT7","DOID.4450"
"KRT18","DOID.4450"
"L1CAM","DOID.4450"
"ACAT2","DOID.4450"
"LAMA4","DOID.4450"
"LEP","DOID.4450"
"LNPEP","DOID.4450"
"LRP1","DOID.4450"
"LTF","DOID.4450"
"MIR106B","DOID.4450"
"MIR17","DOID.4450"
"MIR9-1","DOID.4450"
"MIR9-2","DOID.4450"
"MIR9-3","DOID.4450"
"EPCAM","DOID.4450"
"MAD2L1","DOID.4450"
"SMAD4","DOID.4450"
"MAGEA3","DOID.4450"
"MAGEA4","DOID.4450"
"MAGEA6","DOID.4450"
"MAGEA9","DOID.4450"
"MDM2","DOID.4450"
"MET","DOID.4450"
"KITLG","DOID.4450"
"MITF","DOID.4450"
"MKI67","DOID.4450"
"MLH1","DOID.4450"
"NR3C2","DOID.4450"
"MME","DOID.4450"
"MMP1","DOID.4450"
"MMP2","DOID.4450"
"MMP3","DOID.4450"
"MMP7","DOID.4450"
"MMP9","DOID.4450"
"MMP13","DOID.4450"
"MMP14","DOID.4450"
"ABCC1","DOID.4450"
"XRCC6P5","DOID.4450"
"MSH2","DOID.4450"
"ASS1","DOID.4450"
"MST1R","DOID.4450"
"MT1G","DOID.4450"
"MTHFR","DOID.4450"
"MUC1","DOID.4450"
"MYC","DOID.4450"
"NBN","DOID.4450"
"NF2","DOID.4450"
"NFE2L2","DOID.4450"
"NFKB1","DOID.4450"
"NNMT","DOID.4450"
"NOS2","DOID.4450"
"NOTCH1","DOID.4450"
"NOTCH2","DOID.4450"
"NOTCH3","DOID.4450"
"NOTCH4","DOID.4450"
"NOV","DOID.4450"
"ROR2","DOID.4450"
"OGG1","DOID.4450"
"SERPINE1","DOID.4450"
"PAX2","DOID.4450"
"SERPINA5","DOID.4450"
"ANGPTL4","DOID.4450"
"PDGFA","DOID.4450"
"PDGFRA","DOID.4450"
"GHRL","DOID.4450"
"PECAM1","DOID.4450"
"PFN1","DOID.4450"
"ABCB1","DOID.4450"
"PIK3CA","DOID.4450"
"PIK3CG","DOID.4450"
"PLAU","DOID.4450"
"PLAUR","DOID.4450"
"PLXNB1","DOID.4450"
"ANLN","DOID.4450"
"PPARG","DOID.4450"
"XAF1","DOID.4450"
"ESRP1","DOID.4450"
"PBRM1","DOID.4450"
"PRCC","DOID.4450"
"PREP","DOID.4450"
"HIF1AN","DOID.4450"
"AXL","DOID.4450"
"PRKCH","DOID.4450"
"BRK1","DOID.4450"
"PRKCZ","DOID.4450"
"MAPK1","DOID.4450"
"MAPK3","DOID.4450"
"MAPK10","DOID.4450"
"PRSS8","DOID.4450"
"DIABLO","DOID.4450"
"B2M","DOID.4450"
"ACKR3","DOID.4450"
"PSMD9","DOID.4450"
"PTEN","DOID.4450"
"PTGS2","DOID.4450"
"NDRG2","DOID.4450"
"HAMP","DOID.4450"
"BAX","DOID.4450"
"CXCL16","DOID.4450"
"PXN","DOID.4450"
"MOK","DOID.4450"
"RAN","DOID.4450"
"RARB","DOID.4450"
"CCND1","DOID.4450"
"BCL2","DOID.4450"
"RELA","DOID.4450"
"BCL2L1","DOID.4450"
"RXRA","DOID.4450"
"S100A1","DOID.4450"
"SCNN1B","DOID.4450"
"CCL2","DOID.4450"
"CXCL12","DOID.4450"
"SDHB","DOID.4450"
"C19orf33","DOID.4450"
"SFRP1","DOID.4450"
"SFRP2","DOID.4450"
"SHH","DOID.4450"
"ST3GAL4","DOID.4450"
"CDCP1","DOID.4450"
"SKP2","DOID.4450"
"SLC2A1","DOID.4450"
"SLC2A5","DOID.4450"
"BMPR2","DOID.4450"
"FSCN1","DOID.4450"
"SOAT1","DOID.4450"
"SOD2","DOID.4450"
"SPP1","DOID.4450"
"ST14","DOID.4450"
"ZFP36L1","DOID.4450"
"STAT1","DOID.4450"
"STAT3","DOID.4450"
"BSG","DOID.4450"
"BST2","DOID.4450"
"TBXT","DOID.4450"
"TAP2","DOID.4450"
"TERT","DOID.4450"
"TFAP2B","DOID.4450"
"TFE3","DOID.4450"
"TGFB1","DOID.4450"
"TGFBR2","DOID.4450"
"TGFBR3","DOID.4450"
"THBS1","DOID.4450"
"TK1","DOID.4450"
"TLR3","DOID.4450"
"TNF","DOID.4450"
"TP53","DOID.4450"
"TP53BP2","DOID.4450"
"C4A","DOID.4450"
"C4B","DOID.4450"
"TRPC4","DOID.4450"
"TYMS","DOID.4450"
"UCHL1","DOID.4450"
"KDM6A","DOID.4450"
"VDR","DOID.4450"
"VEGFA","DOID.4450"
"VHL","DOID.4450"
"WNT11","DOID.4450"
"WT1","DOID.4450"
"XRCC1","DOID.4450"
"XRCC4","DOID.4450"
"CA9","DOID.4450"
"CXCR4","DOID.4450"
"SEMA3B","DOID.4450"
"MAPKAP1","DOID.4450"
"BIRC7","DOID.4450"
"VTCN1","DOID.4450"
"TFPI2","DOID.4450"
"AGMAT","DOID.4450"
"KCNIP4","DOID.4450"
"CD276","DOID.4450"
"SLC35G2","DOID.4450"
"COL18A1","DOID.4450"
"KDM5C","DOID.4450"
"ARID1A","DOID.4450"
"MAD1L1","DOID.4450"
"CASP8","DOID.4450"
"C19orf48","DOID.4450"
"RIOX2","DOID.4450"
"CAV1","DOID.4450"
"TP63","DOID.4450"
"AKR1C3","DOID.4450"
"SLC4A4","DOID.4450"
"FADD","DOID.4450"
"NRP1","DOID.4450"
"CCNB1","DOID.4450"
"CCND3","DOID.4450"
"NOL3","DOID.4450"
"SPAG9","DOID.4450"
"CLDN8","DOID.4450"
"CLDN1","DOID.4450"
"CD3E","DOID.4450"
"EBAG9","DOID.4450"
"MTDH","DOID.4450"
"ADIPOQ","DOID.4450"
"TTYH2","DOID.4450"
"MUC16","DOID.4450"
"CD34","DOID.4450"
"CD40LG","DOID.4450"
"CD44","DOID.4450"
"CD70","DOID.4450"
"CD151","DOID.4450"
"KEAP1","DOID.4450"
"DLEC1","DOID.4450"
"CD24","DOID.4928"
"CDX2","DOID.4928"
"RAD51AP1","DOID.4928"
"PTP4A3","DOID.4928"
"AFP","DOID.4928"
"F2RL1","DOID.4928"
"SFN","DOID.4928"
"AQP1","DOID.4928"
"KRT19","DOID.4928"
"MET","DOID.4928"
"MME","DOID.4928"
"MSH2","DOID.4928"
"MTF1","DOID.4928"
"MUC1","DOID.4928"
"MUC2","DOID.4928"
"PGF","DOID.4928"
"PRSS1","DOID.4928"
"S100P","DOID.4928"
"SAFB","DOID.4928"
"BMI1","DOID.4928"
"SNAI2","DOID.4928"
"SPP1","DOID.4928"
"TFF1","DOID.4928"
"EZR","DOID.4928"
"VIM","DOID.4928"
"RUNX3","DOID.4928"
"PROM1","DOID.4928"
"CD151","DOID.4928"
"CD24","DOID.4948"
"RAD50","DOID.4948"
"CDKN2A","DOID.4948"
"HPSE","DOID.4948"
"CLIC1","DOID.4948"
"CR1","DOID.4948"
"ERBB2","DOID.4948"
"ESR2","DOID.4948"
"FHIT","DOID.4948"
"VEGFD","DOID.4948"
"FAS","DOID.4948"
"FASLG","DOID.4948"
"CD82","DOID.4948"
"L1CAM","DOID.4948"
"LRPAP1","DOID.4948"
"EPCAM","DOID.4948"
"MGMT","DOID.4948"
"MLH1","DOID.4948"
"MMP2","DOID.4948"
"MSH2","DOID.4948"
"MUC1","DOID.4948"
"MUC4","DOID.4948"
"NOS2","DOID.4948"
"ABCB1","DOID.4948"
"PML","DOID.4948"
"PTGER4","DOID.4948"
"PTGS2","DOID.4948"
"MIB1","DOID.4948"
"RAF1","DOID.4948"
"RB1","DOID.4948"
"CCND1","DOID.4948"
"SKP2","DOID.4948"
"SLC2A1","DOID.4948"
"TNF","DOID.4948"
"TOP2A","DOID.4948"
"TP53","DOID.4948"
"VEGFA","DOID.4948"
"VEGFC","DOID.4948"
"REG4","DOID.4948"
"CFLAR","DOID.4948"
"CD83","DOID.4948"
"CD34","DOID.4948"
"CD24","DOID.5200"
"OSM","DOID.5200"
"CD24","DOID.769"
"BCL2L11","DOID.769"
"PARP3","DOID.769"
"MICA","DOID.769"
"CDK2","DOID.769"
"CDK4","DOID.769"
"CDK9","DOID.769"
"SPRY2","DOID.769"
"ABCC4","DOID.769"
"CDKN1A","DOID.769"
"CDKN1B","DOID.769"
"CDKN1C","DOID.769"
"CDKN2A","DOID.769"
"CDKN3","DOID.769"
"KLF2","DOID.769"
"NDRG1","DOID.769"
"TRIM16","DOID.769"
"PDPN","DOID.769"
"GMEB1","DOID.769"
"CFL1","DOID.769"
"NES","DOID.769"
"LYVE1","DOID.769"
"PNPLA6","DOID.769"
"TMSB15A","DOID.769"
"PTP4A3","DOID.769"
"FAM107A","DOID.769"
"RASSF1","DOID.769"
"DDX20","DOID.769"
"PRAF2","DOID.769"
"PARK7","DOID.769"
"GALNT13","DOID.769"
"ARHGEF25","DOID.769"
"ADCYAP1","DOID.769"
"ADCYAP1R1","DOID.769"
"CLU","DOID.769"
"LRRK2","DOID.769"
"HIST4H4","DOID.769"
"COMT","DOID.769"
"NCOA7","DOID.769"
"CRABP2","DOID.769"
"ATF2","DOID.769"
"CTAG1B","DOID.769"
"FAM163A","DOID.769"
"CTNNB1","DOID.769"
"CTSD","DOID.769"
"CYP19A1","DOID.769"
"DCX","DOID.769"
"DDC","DOID.769"
"DDIT3","DOID.769"
"DDX1","DOID.769"
"DFFA","DOID.769"
"QSOX2","DOID.769"
"DHCR24","DOID.769"
"NQO1","DOID.769"
"AGER","DOID.769"
"DPYSL2","DOID.769"
"DR1","DOID.769"
"DUSP1","DOID.769"
"E2F1","DOID.769"
"NR0B1","DOID.769"
"EGF","DOID.769"
"EGFR","DOID.769"
"EGR1","DOID.769"
"EPHA2","DOID.769"
"ELAVL1","DOID.769"
"ELAVL3","DOID.769"
"ELAVL4","DOID.769"
"ELK1","DOID.769"
"ENO2","DOID.769"
"EPAS1","DOID.769"
"EPO","DOID.769"
"AKT1","DOID.769"
"ALCAM","DOID.769"
"F3","DOID.769"
"FGF2","DOID.769"
"FHL2","DOID.769"
"VEGFD","DOID.769"
"KLRK1","DOID.769"
"KDM1A","DOID.769"
"FOXO1","DOID.769"
"FOXO3","DOID.769"
"ZNF423","DOID.769"
"KIF1B","DOID.769"
"FLT1","DOID.769"
"CAMTA1","DOID.769"
"DICER1","DOID.769"
"SIRT1","DOID.769"
"HEY1","DOID.769"
"ICMT","DOID.769"
"HEY2","DOID.769"
"PRAME","DOID.769"
"BACE1","DOID.769"
"CADM1","DOID.769"
"ALK","DOID.769"
"FXN","DOID.769"
"MTOR","DOID.769"
"FYN","DOID.769"
"XRCC6","DOID.769"
"WSB1","DOID.769"
"HEYL","DOID.769"
"GDNF","DOID.769"
"CACYBP","DOID.769"
"BBC3","DOID.769"
"DKK3","DOID.769"
"GPC3","DOID.769"
"GCLC","DOID.769"
"GLI1","DOID.769"
"BIN1","DOID.769"
"GNAS","DOID.769"
"ANG","DOID.769"
"RAPGEF1","DOID.769"
"DROSHA","DOID.769"
"PYCARD","DOID.769"
"GSK3B","DOID.769"
"GSTP1","DOID.769"
"HGF","DOID.769"
"HIF1A","DOID.769"
"HLA-G","DOID.769"
"HMGB1","DOID.769"
"HMGA1","DOID.769"
"HMOX1","DOID.769"
"FOXA1","DOID.769"
"APAF1","DOID.769"
"TLX2","DOID.769"
"HOXC6","DOID.769"
"HOXC11","DOID.769"
"ERAS","DOID.769"
"HSPA5","DOID.769"
"HSPA9","DOID.769"
"HSPB1","DOID.769"
"BIRC5","DOID.769"
"HSPD1","DOID.769"
"HIST2H3A","DOID.769"
"ID1","DOID.769"
"ID2","DOID.769"
"ID3","DOID.769"
"IFNB1","DOID.769"
"IFNG","DOID.769"
"IGF1","DOID.769"
"IGF1R","DOID.769"
"IGF2","DOID.769"
"IGFBP2","DOID.769"
"IGFBP5","DOID.769"
"APP","DOID.769"
"IL1B","DOID.769"
"IL6","DOID.769"
"IL6R","DOID.769"
"ING1","DOID.769"
"INHBA","DOID.769"
"INSRR","DOID.769"
"ITGA2","DOID.769"
"ITGB1","DOID.769"
"JUN","DOID.769"
"KCNH2","DOID.769"
"CENPS","DOID.769"
"MALAT1","DOID.769"
"KDR","DOID.769"
"KIT","DOID.769"
"L1CAM","DOID.769"
"LEP","DOID.769"
"LGALS1","DOID.769"
"LGALS3BP","DOID.769"
"LGALS7","DOID.769"
"LIF","DOID.769"
"LMO1","DOID.769"
"PHOX2A","DOID.769"
"CASC15","DOID.769"
"MIR128-1","DOID.769"
"MIR128-2","DOID.769"
"MIR143","DOID.769"
"MIR145","DOID.769"
"MIR152","DOID.769"
"MIR200B","DOID.769"
"MIR21","DOID.769"
"MIR210","DOID.769"
"MIR34A","DOID.769"
"MAD2L1","DOID.769"
"SMAD1","DOID.769"
"MAGEA1","DOID.769"
"MAP2","DOID.769"
"MAPT","DOID.769"
"MATK","DOID.769"
"MCM7","DOID.769"
"MDK","DOID.769"
"MDM2","DOID.769"
"MGMT","DOID.769"
"ATXN3","DOID.769"
"ASCL1","DOID.769"
"MMP2","DOID.769"
"MMP9","DOID.769"
"MMP14","DOID.769"
